identifier	name	link
VT0003506	growth hormone secretion trait	http://purl.obolibrary.org/obo/OBA_VT0003506
VT1000775	integumentary system trait	http://purl.obolibrary.org/obo/OBA_VT1000775
VT0001019	L4 dorsal root ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001019
VT1000435	muscle conductivity trait	http://purl.obolibrary.org/obo/OBA_VT1000435
VT0001366	pillar cell quantity	http://purl.obolibrary.org/obo/OBA_VT0001366
VT0008048	memory T cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008048
VT0002903	blood parathyroid hormone amount	http://purl.obolibrary.org/obo/OBA_VT0002903
VT0002116	craniofacial bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002116
VT0000069	embryo trait	http://purl.obolibrary.org/obo/OBA_VT0000069
VT0010264	colostrum amount	http://purl.obolibrary.org/obo/OBA_VT0010264
VT0004128	adipocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004128
VT0004296	type IV spiral ligament fibrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004296
VT0006069	retinal neuronal layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006069
VT0005108	ulna morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005108
VT0010380	milk beta-carotene amount	http://purl.obolibrary.org/obo/OBA_VT0010380
VT0008744	B cell anergy trait	http://purl.obolibrary.org/obo/OBA_VT0008744
VT0005301	corneal endothelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005301
VT0015100	nociception system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0015100
VT0003650	kidney shape trait	http://purl.obolibrary.org/obo/OBA_VT0003650
VT1000644	testes mass	http://purl.obolibrary.org/obo/OBA_VT1000644
VT0008088	T-helper 1 cell differentiation trait	http://purl.obolibrary.org/obo/OBA_VT0008088
VT0000764	tongue epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000764
VT0010092	thoracic cage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010092
VT0005207	aqueous vein morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005207
VT0008739	spleen iron amount	http://purl.obolibrary.org/obo/OBA_VT0008739
VT0006228	iris size trait	http://purl.obolibrary.org/obo/OBA_VT0006228
VT0000854	cerebellum development trait	http://purl.obolibrary.org/obo/OBA_VT0000854
VT0000602	sinusoidal space size trait	http://purl.obolibrary.org/obo/OBA_VT0000602
VT0005445	neurotransmitter release trait	http://purl.obolibrary.org/obo/OBA_VT0005445
VT0000912	trigeminal motor nucleus size trait	http://purl.obolibrary.org/obo/OBA_VT0000912
VT0008180	marginal zone B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008180
VT0008134	Peyer's patch size trait	http://purl.obolibrary.org/obo/OBA_VT0008134
VT0004209	sweet taste sensitivity trait	http://purl.obolibrary.org/obo/OBA_VT0004209
VT0001771	blood magnesium amount	http://purl.obolibrary.org/obo/OBA_VT0001771
VT0010514	blood transferrin amount	http://purl.obolibrary.org/obo/OBA_VT0010514
VT0002895	otolithic membrane morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002895
VT0003257	abdominal wall morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003257
VT0002276	lung interstitium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002276
VT0010179	immune system development trait	http://purl.obolibrary.org/obo/OBA_VT0010179
VT0006061	atrium symmetry	http://purl.obolibrary.org/obo/OBA_VT0006061
VT0002729	inner ear canal morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002729
VT0006011	endolymphatic duct morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006011
VT0010294	milk chloride amount	http://purl.obolibrary.org/obo/OBA_VT0010294
VT0008595	blood interleukin-6 amount	http://purl.obolibrary.org/obo/OBA_VT0008595
VT0004391	respiratory conducting tube morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004391
VT0002990	ureter length	http://purl.obolibrary.org/obo/OBA_VT0002990
VT0008197	follicular dendritic cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0008197
VT0010184	lymphocyte proliferation trait	http://purl.obolibrary.org/obo/OBA_VT0010184
VT0000740	smooth muscle contractility trait	http://purl.obolibrary.org/obo/OBA_VT0000740
VT0010246	omasum capacity	http://purl.obolibrary.org/obo/OBA_VT0010246
VT0000803	transverse gyrus of Heschl morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000803
VT0003405	platelet shape trait	http://purl.obolibrary.org/obo/OBA_VT0003405
VT0000489	large intestine morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000489
VT0004047	milk trait	http://purl.obolibrary.org/obo/OBA_VT0004047
VT0100022	mammary alveoli diameter	http://purl.obolibrary.org/obo/OBA_VT0100022
VT0010223	ileum mucosa morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010223
VT0015057	head physiology trait	http://purl.obolibrary.org/obo/OBA_VT0015057
VT0006062	vena cava morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006062
VT0003977	blood carnitine amount	http://purl.obolibrary.org/obo/OBA_VT0003977
VT0005113	anterior horn cell quantity	http://purl.obolibrary.org/obo/OBA_VT0005113
VT1000689	hindlimb mass	http://purl.obolibrary.org/obo/OBA_VT1000689
VT0010303	milk fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010303
VT0010679	tarsometatarsus diameter	http://purl.obolibrary.org/obo/OBA_VT0010679
VT0002444	T cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002444
VT0010517	neurocranium size trait	http://purl.obolibrary.org/obo/OBA_VT0010517
VT0000384	hair follicle organization trait	http://purl.obolibrary.org/obo/OBA_VT0000384
VT0010066	Henle's loop morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010066
VT0001125	oocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001125
VT0003984	embryonic growth trait	http://purl.obolibrary.org/obo/OBA_VT0003984
VT0001253	body height	http://purl.obolibrary.org/obo/OBA_VT0001253
VT0010495	inguinal lymph node mass	http://purl.obolibrary.org/obo/OBA_VT0010495
VT0010673	tarsometatarsus length	http://purl.obolibrary.org/obo/OBA_VT0010673
VT0010049	muscle unsaturated fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010049
VT0001131	ovarian follicle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001131
VT0010082	zygomatic process of maxilla morphology	http://purl.obolibrary.org/obo/OBA_VT0010082
VT0015065	gustatory system trait	http://purl.obolibrary.org/obo/OBA_VT0015065
VT0003635	synaptic transmission trait	http://purl.obolibrary.org/obo/OBA_VT0003635
VT0000018	ventricle membranous septum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000018
VT0004426	cochlear labyrinth morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004426
VT0010610	areola quantity	http://purl.obolibrary.org/obo/OBA_VT0010610
VT0002231	primitive streak morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002231
VT0000124	tooth quantity	http://purl.obolibrary.org/obo/OBA_VT0000124
VT0000017	outer ear size trait	http://purl.obolibrary.org/obo/OBA_VT0000017
VT0004230	embryonic erythrocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004230
VT0000985	Merkel's receptor morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000985
VT0003211	aorta elastic tissue morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003211
VT0001770	iron amount	http://purl.obolibrary.org/obo/OBA_VT0001770
VT0000472	stomach squamous epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000472
VT0000495	colon morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000495
VT0003401	tail bud size trait	http://purl.obolibrary.org/obo/OBA_VT0003401
VT0003308	cochlea sensory epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003308
VT0002882	neuron morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002882
VT0001325	retina morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001325
VT0000184	blood HDL cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0000184
VT0005216	pancreatic alpha cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005216
VT0001565	blood phosphate amount	http://purl.obolibrary.org/obo/OBA_VT0001565
VT0003110	processus brevis morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003110
VT0001586	erythrocyte quantity	http://purl.obolibrary.org/obo/OBA_VT0001586
VT0000842	superior olivary complex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000842
VT0000139	transverse process morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000139
VT0000712	vestibular hair cell development trait	http://purl.obolibrary.org/obo/OBA_VT0000712
VT0004077	striatum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004077
VT0004007	lung blood vessel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004007
VT0002950	neural crest cell migration trait	http://purl.obolibrary.org/obo/OBA_VT0002950
VT0001754	blood corticotropin-releasing hormone amount	http://purl.obolibrary.org/obo/OBA_VT0001754
VT0000137	vertebra morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000137
VT0008558	interferon-beta secretion trait	http://purl.obolibrary.org/obo/OBA_VT0008558
VT0010247	omasum mass	http://purl.obolibrary.org/obo/OBA_VT0010247
VT0002441	granulocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002441
VT0002244	turbinated bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002244
VT0004103	ventral striatum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004103
VT0000700	lymph node quantity	http://purl.obolibrary.org/obo/OBA_VT0000700
VT0000992	primary muscle spindle size trait	http://purl.obolibrary.org/obo/OBA_VT0000992
VT0004368	stria vascularis blood vessel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004368
VT0003727	retinal layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003727
VT0002828	glomerular capsule morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002828
VT0003684	inferior olivary complex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003684
VT0009923	transitional stage T1 B cell quantity	http://purl.obolibrary.org/obo/OBA_VT0009923
VT0010225	ileum mass	http://purl.obolibrary.org/obo/OBA_VT0010225
VT0005198	aqueous drainage system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005198
VT0000192	mineral amount	http://purl.obolibrary.org/obo/OBA_VT0000192
VT0002388	Peyer's patch epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002388
VT0008165	B-1b B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008165
VT0002576	enamel morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002576
VT0000462	gastrointestinal system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000462
VT0004493	cochlea size trait	http://purl.obolibrary.org/obo/OBA_VT0004493
VT0010234	cecum mucosa thickness	http://purl.obolibrary.org/obo/OBA_VT0010234
VT0000777	inferior colliculus size trait	http://purl.obolibrary.org/obo/OBA_VT0000777
VT1000361	cannon bone circumference	http://purl.obolibrary.org/obo/OBA_VT1000361
VT0004097	cerebellar cortex morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004097
VT0004212	salty taste sensitivity trait	http://purl.obolibrary.org/obo/OBA_VT0004212
VT0002429	blood cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002429
VT0008196	follicular dendritic cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008196
VT1000732	chest depth	http://purl.obolibrary.org/obo/OBA_VT1000732
VT0009631	axillary lymph node size trait	http://purl.obolibrary.org/obo/OBA_VT0009631
VT0005215	islet of Langerhans morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005215
VT0002579	secondary lens fiber morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002579
VT0100005	body size trait	http://purl.obolibrary.org/obo/OBA_VT0100005
VT0010122	somite morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010122
VT0000995	secondary muscle spindle size trait	http://purl.obolibrary.org/obo/OBA_VT0000995
VT0000432	head morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000432
VT0000455	maxilla morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000455
VT0002224	spleen size trait	http://purl.obolibrary.org/obo/OBA_VT0002224
VT0004343	scapula size trait	http://purl.obolibrary.org/obo/OBA_VT0004343
VT0100034	mammary gland mass	http://purl.obolibrary.org/obo/OBA_VT0100034
VT0005437	blood glycogen amount	http://purl.obolibrary.org/obo/OBA_VT0005437
VT0000779	cochlea basement membrane morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000779
VT1000190	estrus intensity	http://purl.obolibrary.org/obo/OBA_VT1000190
VT0001944	pancreas morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001944
VT0005545	lens development trait	http://purl.obolibrary.org/obo/OBA_VT0005545
VT0005326	podocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005326
VT0003330	auditory tube morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003330
VT0002270	respiratory alveoli morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002270
VT0005272	temporal bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005272
VT0002118	lipid homeostasis trait	http://purl.obolibrary.org/obo/OBA_VT0002118
VT0005603	neuron size trait	http://purl.obolibrary.org/obo/OBA_VT0005603
VT0003662	epiphyseal plate proliferative zone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003662
VT0004109	Sertoli cell development trait	http://purl.obolibrary.org/obo/OBA_VT0004109
VT0004082	habenula morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004082
VT0004117	atrioventricular bundle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004117
VT0001697	embryo size trait	http://purl.obolibrary.org/obo/OBA_VT0001697
VT0000836	substantia nigra morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000836
VT0004367	strial intermediate cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004367
VT0004264	extraembryonic tissue physiology trait	http://purl.obolibrary.org/obo/OBA_VT0004264
VT0003734	retinal inner plexiform layer morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003734
VT0001170	bulbourethral gland size trait	http://purl.obolibrary.org/obo/OBA_VT0001170
VT0010268	milk lactoferrin amount	http://purl.obolibrary.org/obo/OBA_VT0010268
VT0003686	eye muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003686
VT0002249	larynx morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002249
VT0006259	foliate papillae morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006259
VT0002734	mechanical nociception trait	http://purl.obolibrary.org/obo/OBA_VT0002734
VT0004320	sternum shape trait	http://purl.obolibrary.org/obo/OBA_VT0004320
VT0000901	corpora quadrigemina organization trait	http://purl.obolibrary.org/obo/OBA_VT0000901
VT0002752	somatic nervous system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002752
VT0002260	thyroid cartilage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002260
VT0001542	bone strength trait	http://purl.obolibrary.org/obo/OBA_VT0001542
VT0002340	axillary lymph node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002340
VT0005208	iris stroma morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005208
VT0000266	heart morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000266
VT0002240	paranasal sinus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002240
VT1000664	feather morphology trait	http://purl.obolibrary.org/obo/OBA_VT1000664
VT0005404	axon morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005404
VT0010086	vertebral column morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010086
VT0008194	memory B cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0008194
VT0001088	nodose ganglion size trait	http://purl.obolibrary.org/obo/OBA_VT0001088
VT0002918	paired-pulse facilitation trait	http://purl.obolibrary.org/obo/OBA_VT0002918
VT0002253	pharyngeal muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002253
VT0000615	palatine gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000615
VT0008051	memory T cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0008051
VT0005303	urinary bladder physiology trait	http://purl.obolibrary.org/obo/OBA_VT0005303
VT1000289	tibia width	http://purl.obolibrary.org/obo/OBA_VT1000289
VT0001764	homeostasis trait	http://purl.obolibrary.org/obo/OBA_VT0001764
VT0000150	rib morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000150
VT0010428	parametrial fat pad mass	http://purl.obolibrary.org/obo/OBA_VT0010428
VT1000639	uterine horn length	http://purl.obolibrary.org/obo/OBA_VT1000639
VT0002543	phalanx length	http://purl.obolibrary.org/obo/OBA_VT0002543
VT0000035	membranous labyrinth morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000035
VT0000741	detrusor smooth muscle contractility trait	http://purl.obolibrary.org/obo/OBA_VT0000741
VT0002256	laryngeal cartilage morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002256
VT0005201	retinal pigment epithelium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005201
VT0001778	brown adipose amount	http://purl.obolibrary.org/obo/OBA_VT0001778
VT0003826	Mullerian duct morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003826
VT0003730	photoreceptor inner segment morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003730
VT0001365	Deiters cell quantity	http://purl.obolibrary.org/obo/OBA_VT0001365
VT0010406	sperm flagellum size trait	http://purl.obolibrary.org/obo/OBA_VT0010406
VT0003315	perineum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003315
VT0000983	Meissner's corpuscle size trait	http://purl.obolibrary.org/obo/OBA_VT0000983
VT0000797	supramarginal gyrus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000797
VT0004124	Purkinje fiber morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004124
VT0002932	joint morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002932
VT0000104	sphenoid bone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000104
VT0001691	somite shape trait	http://purl.obolibrary.org/obo/OBA_VT0001691
VT1000777	urinary system trait	http://purl.obolibrary.org/obo/OBA_VT1000777
VT0007026	left atrium mass	http://purl.obolibrary.org/obo/OBA_VT0007026
VT1000432	muscle water amount	http://purl.obolibrary.org/obo/OBA_VT1000432
VT0002855	cochlear ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002855
VT0005032	ectoplacental cone morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005032
VT0002391	Peyer's patch germinal center morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002391
VT0004406	cochlear hair cell quantity	http://purl.obolibrary.org/obo/OBA_VT0004406
VT0010065	connective tissue development trait	http://purl.obolibrary.org/obo/OBA_VT0010065
VT0010198	duodenum mass	http://purl.obolibrary.org/obo/OBA_VT0010198
VT0000826	third ventricle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000826
VT1000666	femur width	http://purl.obolibrary.org/obo/OBA_VT1000666
VT1000146	longissimus dorsi mass	http://purl.obolibrary.org/obo/OBA_VT1000146
VT0001422	drinking behavior trait	http://purl.obolibrary.org/obo/OBA_VT0001422
VT0002386	tubal tonsil morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002386
VT0002796	skin barrier function trait	http://purl.obolibrary.org/obo/OBA_VT0002796
VT0000761	diaphragm thickness	http://purl.obolibrary.org/obo/OBA_VT0000761
VT0002655	keratinocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002655
VT0003385	body wall morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003385
VT0008710	interleukin-9 secretion trait	http://purl.obolibrary.org/obo/OBA_VT0008710
VT0006256	gustatory papillae morphology trait	http://purl.obolibrary.org/obo/OBA_VT0006256
VT0002987	urine solute amount	http://purl.obolibrary.org/obo/OBA_VT0002987
VT0002284	tracheal smooth muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002284
VT0008472	spleen secondary B follicle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008472
VT0015089	alcohol metabolism trait	http://purl.obolibrary.org/obo/OBA_VT0015089
VT0001299	eye orientation trait	http://purl.obolibrary.org/obo/OBA_VT0001299
VT0003082	gastrocnemius morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003082
VT0000936	telencephalic vesicle size trait	http://purl.obolibrary.org/obo/OBA_VT0000936
VT0003421	thyroid gland development trait	http://purl.obolibrary.org/obo/OBA_VT0003421
VT0002622	cochlear hair cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002622
VT0003685	cardiac ganglion morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003685
VT0000248	erythrocyte size trait	http://purl.obolibrary.org/obo/OBA_VT0000248
VT0000820	choroid plexus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000820
VT0000923	roof plate morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000923
VT0001156	spermatogenesis trait	http://purl.obolibrary.org/obo/OBA_VT0001156
VT0000038	head length	http://purl.obolibrary.org/obo/OBA_VT0000038
VT0010573	vertebra strength	http://purl.obolibrary.org/obo/OBA_VT0010573
VT0010068	kidney collecting duct morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010068
VT0004239	temporalis muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004239
VT0008351	gamma-delta intraepithelial T cell quantity	http://purl.obolibrary.org/obo/OBA_VT0008351
VT0004087	muscle cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004087
VT0006034	urine myoglobin amount	http://purl.obolibrary.org/obo/OBA_VT0006034
VT0000122	blood vessel development trait	http://purl.obolibrary.org/obo/OBA_VT0000122
VT0008598	blood interleukin-2 amount	http://purl.obolibrary.org/obo/OBA_VT0008598
VT0002949	neural crest cell development trait	http://purl.obolibrary.org/obo/OBA_VT0002949
VT0003606	nephron physiology trait	http://purl.obolibrary.org/obo/OBA_VT0003606
VT0005592	blood vessel smooth muscle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005592
VT0000136	microglial cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000136
VT0002909	adrenal gland physiology trait	http://purl.obolibrary.org/obo/OBA_VT0002909
VT0003827	Wolffian duct morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003827
VT0001663	gastrointestinal system physiology trait	http://purl.obolibrary.org/obo/OBA_VT0001663
VT0002145	T cell development trait	http://purl.obolibrary.org/obo/OBA_VT0002145
VT0000492	rectum morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000492
VT0008625	blood interleukin-5 amount	http://purl.obolibrary.org/obo/OBA_VT0008625
VT0004365	strial basal cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004365
VT0001085	petrosal ganglion size trait	http://purl.obolibrary.org/obo/OBA_VT0001085
VT0001986	taste sensitivity trait	http://purl.obolibrary.org/obo/OBA_VT0001986
VT0000868	cerebellum anterior vermis size trait	http://purl.obolibrary.org/obo/OBA_VT0000868
VT0003093	anterior stroma morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003093
VT0008246	leukocyte morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008246
VT0000202	blood alkaline phosphatase amount	http://purl.obolibrary.org/obo/OBA_VT0000202
VT0003094	posterior stroma morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003094
VT0005104	tarsus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005104
VT0003632	nervous system morphology trait	http://purl.obolibrary.org/obo/OBA_VT0003632
VT0010394	uterine horn morphology trait	http://purl.obolibrary.org/obo/OBA_VT0010394
VT0002347	lymph node T cell domain morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002347
VT0005217	pancreatic beta cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005217
VT0000181	blood LDL cholesterol amount	http://purl.obolibrary.org/obo/OBA_VT0000181
VT0004189	alveolar process morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004189
VT0000197	vasodilation trait	http://purl.obolibrary.org/obo/OBA_VT0000197
VT0008463	peripheral lymph node morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008463
VT0003529	clitoris size trait	http://purl.obolibrary.org/obo/OBA_VT0003529
VT0000890	cerebellar molecular layer thickness	http://purl.obolibrary.org/obo/OBA_VT0000890
VT0004432	cochlear hair cell physiology trait	http://purl.obolibrary.org/obo/OBA_VT0004432
VT0000603	liver pigmentation trait	http://purl.obolibrary.org/obo/OBA_VT0000603
VT0003760	palate length	http://purl.obolibrary.org/obo/OBA_VT0003760
VT0002651	sciatic nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002651
VT0002680	corpus luteum quantity	http://purl.obolibrary.org/obo/OBA_VT0002680
VT0001072	vestibulocochlear nerve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0001072
VT0000828	fourth ventricle morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000828
VT0000033	mitral valve morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000033
VT1000739	rump morphology trait	http://purl.obolibrary.org/obo/OBA_VT1000739
VT0001501	sleep behavior trait	http://purl.obolibrary.org/obo/OBA_VT0001501
VT0002858	posterior semicircular canal morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002858
VT1000642	uterus length	http://purl.obolibrary.org/obo/OBA_VT1000642
VT0008164	B-1a B cell morphology trait	http://purl.obolibrary.org/obo/OBA_VT0008164
VT0005274	viscerocranium morphology trait	http://purl.obolibrary.org/obo/OBA_VT0005274
VT0001547	lipid amount	http://purl.obolibrary.org/obo/OBA_VT0001547
VT0004394	cochlear inner hair cell quantity	http://purl.obolibrary.org/obo/OBA_VT0004394
VT0010613	cranium size	http://purl.obolibrary.org/obo/OBA_VT0010613
VT0010608	thyroid gland mass	http://purl.obolibrary.org/obo/OBA_VT0010608
VT0010516	blood glutathione amount	http://purl.obolibrary.org/obo/OBA_VT0010516
VT0010426	mammary fat pad mass	http://purl.obolibrary.org/obo/OBA_VT0010426
VT0002360	spleen B cell corona morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002360
VT0004427	vestibular labyrinth morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004427
VT0004281	hypoglossal nucleus morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004281
VT0000164	cartilage development trait	http://purl.obolibrary.org/obo/OBA_VT0000164
VT0000899	corpora quadrigemina morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000899
VT0010569	quadriceps morphology	http://purl.obolibrary.org/obo/OBA_VT0010569
VT0004269	optic cup morphology trait	http://purl.obolibrary.org/obo/OBA_VT0004269
VT0006235	pupil quantity	http://purl.obolibrary.org/obo/OBA_VT0006235
VT0003074	metacarpus quantity	http://purl.obolibrary.org/obo/OBA_VT0003074
VT0010693	longissimus muscle morphology	http://purl.obolibrary.org/obo/OBA_VT0010693
VT0010009	femur mass	http://purl.obolibrary.org/obo/OBA_VT0010009
VT0010403	cervical opening shape trait	http://purl.obolibrary.org/obo/OBA_VT0010403
VT0002123	hematopoiesis trait	http://purl.obolibrary.org/obo/OBA_VT0002123
VT0002163	gland morphology trait	http://purl.obolibrary.org/obo/OBA_VT0002163
VT0008640	blood interleukin-1 beta amount	http://purl.obolibrary.org/obo/OBA_VT0008640
VT0000003	adipose morphology trait	http://purl.obolibrary.org/obo/OBA_VT0000003
VT0002742	submandibular lymph node size trait	http://purl.obolibrary.org/obo/OBA_VT0002742
VT0002705	kidney tubule size trait	http://purl.obolibrary.org/obo/OBA_VT0002705
VT0010388	milk polyphenol amount	http://purl.obolibrary.org/obo/OBA_VT0010388
VT0006006	sensory neuron quantity	http://purl.obolibrary.org/obo/OBA_VT0006006
VT0010277	milk leptin amount	http://purl.obolibrary.org/obo/OBA_VT0010277
